60639374,94.5,58500000,4370000,2.6,19.46,0
52999933,104,55200000,4410000,2.4,24.43,0
43703970,100,53600000,4460000,2.5,33.14,0
63803257,93.4,57800000,4500000,1.7,17.67,0
58697040,101,56800000,4550000,1.6,20.55,0
57241990,97,56800000,4590000,1.6,12.54,0
49216041,78.7,52900000,4550000,1.5,31.99,0
55820360,81.2,61900000,4510000,1.4,39.83,0
68016100,82.4,61000000,4470000,1.5,37.97,0
60365730,82.1,58000000,4430000,1.5,53.3,0
60214069,84.7,57500000,4390000,1.6,82.56,0
